id,frequency,recency,T,monetary_value
807,0,0.0,34.43,0.0
808,0,0.0,34.43,0.0
809,0,0.0,34.43,0.0
810,2,12.71,34.43,46.79
811,0,0.0,34.29,0.0
812,1,7.29,34.29,19.99
813,13,33.86,34.29,28.62
814,7,5.57,34.29,27.36
815,0,0.0,34.29,0.0
816,0,0.0,34.29,0.0
817,3,32.0,34.29,39.73
818,0,0.0,34.29,0.0
819,1,22.14,34.29,11.77
820,0,0.0,34.29,0.0
821,1,4.71,34.29,66.63
822,1,19.71,34.29,14.96
823,2,0.86,34.29,42.2
824,0,0.0,34.29,0.0
825,0,0.0,34.29,0.0
826,0,0.0,34.29,0.0
827,1,8.29,34.29,13.97
828,0,0.0,34.29,0.0
829,0,0.0,34.29,0.0
830,1,21.14,34.29,44.28
831,1,23.86,34.29,21.75
832,0,0.0,34.29,0.0
833,0,0.0,34.29,0.0
834,0,0.0,34.29,0.0
835,0,0.0,34.29,0.0
836,2,31.0,34.29,12.25
837,1,0.57,34.29,12.97
838,0,0.0,34.29,0.0
839,0,0.0,34.29,0.0
840,1,26.71,34.29,15.96
841,19,34.0,34.14,29.49
842,2,21.0,34.14,103.88
843,2,28.0,34.14,38.45
844,0,0.0,34.14,0.0
845,2,21.0,34.14,109.63
846,2,14.0,34.14,68.85
847,0,0.0,34.14,0.0
848,0,0.0,34.14,0.0
849,0,0.0,34.14,0.0
850,1,6.57,34.14,58.14
851,0,0.0,34.14,0.0
852,0,0.0,34.14,0.0
853,0,0.0,34.14,0.0
854,1,0.43,34.14,16.76
855,0,0.0,34.14,0.0
856,1,10.57,34.14,13.97
857,0,0.0,34.14,0.0
858,1,1.43,34.14,29.98
859,0,0.0,34.14,0.0
860,0,0.0,34.14,0.0
861,2,18.29,34.14,12.97
862,0,0.0,34.14,0.0
863,0,0.0,34.14,0.0
864,0,0.0,34.14,0.0
865,1,14.86,34.14,43.09
866,0,0.0,34.14,0.0
867,7,31.43,34.14,23.64
868,0,0.0,34.14,0.0
869,0,0.0,34.14,0.0
870,0,0.0,34.14,0.0
871,0,0.0,34.14,0.0
872,0,0.0,34.14,0.0
873,1,0.14,34.14,9.77
874,0,0.0,34.14,0.0
875,0,0.0,34.14,0.0
876,1,27.71,34.14,46.5
877,1,16.57,34.0,26.75
878,0,0.0,34.0,0.0
879,0,0.0,34.0,0.0
880,2,8.71,34.0,15.46
881,0,0.0,34.0,0.0
882,1,9.86,34.0,10.77
883,1,15.29,34.0,29.92
884,0,0.0,34.0,0.0
885,0,0.0,34.0,0.0
886,4,28.14,34.0,60.85
887,0,0.0,34.0,0.0
888,0,0.0,34.0,0.0
889,1,13.71,34.0,51.6
890,0,0.0,34.0,0.0
891,0,0.0,34.0,0.0
892,0,0.0,34.0,0.0
893,1,23.86,34.0,45.4
894,0,0.0,34.0,0.0
895,0,0.0,34.0,0.0
896,0,0.0,34.0,0.0
897,5,14.71,34.0,9.7
898,1,10.29,34.0,14.96
899,0,0.0,34.0,0.0
900,1,24.86,34.0,54.73
901,0,0.0,34.0,0.0
902,1,9.71,34.0,53.5
903,0,0.0,34.0,0.0
904,1,2.29,34.0,35.51
905,0,0.0,34.0,0.0
906,0,0.0,34.0,0.0
907,0,0.0,34.0,0.0
908,7,26.0,34.0,26.42
909,2,20.14,34.0,28.04
910,1,12.71,34.0,152.72
911,0,0.0,34.0,0.0
912,0,0.0,34.0,0.0
913,0,0.0,33.86,0.0
914,0,0.0,33.86,0.0
915,0,0.0,33.86,0.0
916,1,15.71,33.86,36.5
917,0,0.0,33.86,0.0
918,0,0.0,33.86,0.0
919,0,0.0,33.86,0.0
920,0,0.0,33.86,0.0
921,2,32.71,33.86,55.51
922,0,0.0,33.86,0.0
923,0,0.0,33.86,0.0
924,0,0.0,33.86,0.0
925,0,0.0,33.86,0.0
926,0,0.0,33.86,0.0
927,0,0.0,33.86,0.0
928,1,8.57,33.86,14.37
929,0,0.0,33.86,0.0
930,4,26.14,33.86,25.11
931,0,0.0,33.86,0.0
932,1,4.57,33.86,25.94
933,1,23.0,33.86,28.74
934,0,0.0,33.86,0.0
935,1,2.57,33.86,17.9
936,0,0.0,33.86,0.0
937,1,3.71,33.86,15.99
938,2,33.0,33.71,11.97
939,0,0.0,33.71,0.0
940,1,3.0,33.71,29.93
941,0,0.0,33.71,0.0
942,0,0.0,33.71,0.0
943,0,0.0,33.71,0.0
944,2,33.71,33.71,43.98
945,0,0.0,33.71,0.0
946,4,15.29,33.71,29.1
947,0,0.0,33.71,0.0
948,1,6.14,33.71,14.96
949,7,32.57,33.71,20.16
950,1,1.14,33.71,30.72
951,0,0.0,33.71,0.0
952,1,2.29,33.71,125.69
953,0,0.0,33.71,0.0
954,0,0.0,33.71,0.0
955,4,24.0,33.71,99.71
956,0,0.0,33.71,0.0
957,1,6.71,33.71,12.79
958,0,0.0,33.71,0.0
959,0,0.0,33.71,0.0
960,0,0.0,33.71,0.0
961,0,0.0,33.71,0.0
962,1,1.0,33.71,13.97
963,0,0.0,33.71,0.0
964,7,30.14,33.71,23.01
965,1,11.0,33.71,42.02
966,0,0.0,33.71,0.0
967,6,29.86,33.71,42.5
968,0,0.0,33.71,0.0
969,5,18.29,33.71,33.62
970,0,0.0,33.71,0.0
971,2,14.29,33.71,12.47
972,0,0.0,33.71,0.0
973,1,17.43,33.71,38.51
974,0,0.0,33.71,0.0
975,6,30.43,33.71,47.07
976,0,0.0,33.71,0.0
977,2,11.43,33.71,36.86
978,0,0.0,33.71,0.0
979,0,0.0,33.71,0.0
980,0,0.0,33.71,0.0
981,2,16.0,33.57,38.4
982,2,27.14,33.57,27.57
983,0,0.0,33.57,0.0
984,0,0.0,33.57,0.0
985,6,25.0,33.57,35.04
986,0,0.0,33.57,0.0
987,0,0.0,33.57,0.0
988,1,20.0,33.57,43.9
989,0,0.0,33.57,0.0
990,1,24.29,33.57,40.51
991,0,0.0,33.57,0.0
992,0,0.0,33.57,0.0
993,0,0.0,33.57,0.0
994,2,10.71,33.57,42.48
995,0,0.0,33.57,0.0
996,0,0.0,33.57,0.0
997,0,0.0,33.57,0.0
998,0,0.0,33.57,0.0
999,1,1.71,33.57,10.78
1000,4,24.43,33.57,16.26
1001,0,0.0,33.57,0.0
1002,0,0.0,33.57,0.0
1003,1,26.71,33.57,68.31
1004,0,0.0,33.57,0.0
1005,1,3.86,33.57,15.76
1006,0,0.0,33.57,0.0
1007,0,0.0,33.43,0.0
1008,1,1.43,33.43,20.99
1009,0,0.0,33.43,0.0
1010,5,21.14,33.43,122.93
1011,2,18.86,33.43,52.85
1012,0,0.0,33.43,0.0
1013,0,0.0,33.43,0.0
1014,0,0.0,33.43,0.0
1015,3,26.0,33.43,40.32
1016,0,0.0,33.43,0.0
1017,12,32.43,33.43,12.86
1018,1,9.14,33.43,49.48
1019,0,0.0,33.43,0.0
1020,0,0.0,33.43,0.0
1021,2,21.43,33.43,29.6
1022,0,0.0,33.43,0.0
1023,0,0.0,33.43,0.0
1024,0,0.0,33.43,0.0
1025,0,0.0,33.43,0.0
1026,0,0.0,33.43,0.0
1027,0,0.0,33.43,0.0
1028,0,0.0,33.43,0.0
1029,0,0.0,33.43,0.0
1030,0,0.0,33.43,0.0
1031,0,0.0,33.43,0.0
1032,0,0.0,33.43,0.0
1033,0,0.0,33.43,0.0
1034,0,0.0,33.43,0.0
1035,0,0.0,33.43,0.0
1036,0,0.0,33.43,0.0
1037,4,14.29,33.43,33.36
1038,1,23.14,33.29,57.5
1039,1,8.71,33.29,28.99
1040,0,0.0,33.29,0.0
1041,0,0.0,33.29,0.0
1042,3,18.0,33.29,15.17
1043,0,0.0,33.29,0.0
1044,1,33.29,33.29,19.49
1045,0,0.0,33.29,0.0
1046,1,0.57,33.29,13.97
1047,0,0.0,33.29,0.0
1048,0,0.0,33.29,0.0
1049,0,0.0,33.29,0.0
1050,0,0.0,33.29,0.0
1051,4,25.0,33.29,16.62
1052,0,0.0,33.29,0.0
1053,0,0.0,33.29,0.0
1054,2,19.14,33.29,16.98
1055,0,0.0,33.29,0.0
1056,5,32.29,33.29,36.58
1057,0,0.0,33.29,0.0
1058,3,24.57,33.29,67.12
1059,1,0.14,33.29,11.99
1060,0,0.0,33.29,0.0
1061,0,0.0,33.29,0.0
1062,3,13.14,33.29,27.54
1063,0,0.0,33.29,0.0
1064,0,0.0,33.29,0.0
1065,0,0.0,33.29,0.0
1066,0,0.0,33.29,0.0
1067,0,0.0,33.14,0.0
1068,0,0.0,33.14,0.0
1069,0,0.0,33.14,0.0
1070,0,0.0,33.14,0.0
1071,2,4.0,33.14,13.37
1072,0,0.0,33.14,0.0
1073,0,0.0,33.14,0.0
1074,0,0.0,33.14,0.0
1075,2,4.86,33.14,16.24
1076,3,19.29,33.14,20.42
1077,0,0.0,33.14,0.0
1078,0,0.0,33.14,0.0
1079,0,0.0,33.14,0.0
1080,0,0.0,33.14,0.0
1081,11,32.0,33.14,106.53
1082,0,0.0,33.14,0.0
1083,0,0.0,33.14,0.0
1084,2,2.29,33.14,47.84
1085,0,0.0,33.14,0.0
1086,1,19.0,33.14,9.98
1087,0,0.0,33.14,0.0
1088,7,28.71,33.14,66.7
1089,0,0.0,33.14,0.0
1090,0,0.0,33.14,0.0
1091,1,19.0,33.14,5.99
1092,0,0.0,33.14,0.0
1093,3,12.0,33.14,26.73
1094,0,0.0,33.14,0.0
1095,2,28.0,33.14,31.62
1096,0,0.0,33.14,0.0
1097,1,2.0,33.14,14.37
1098,0,0.0,33.14,0.0
1099,4,25.0,33.14,17.67
1100,2,15.29,33.0,17.7
1101,2,6.0,33.0,19.64
1102,1,18.29,33.0,14.99
1103,0,0.0,33.0,0.0
1104,0,0.0,33.0,0.0
1105,0,0.0,33.0,0.0
1106,0,0.0,33.0,0.0
1107,0,0.0,33.0,0.0
1108,1,8.57,33.0,22.4
1109,3,30.29,33.0,17.7
1110,0,0.0,33.0,0.0
1111,0,0.0,33.0,0.0
1112,1,18.43,33.0,14.96
1113,1,0.86,33.0,27.94
1114,6,18.43,33.0,24.64
1115,0,0.0,33.0,0.0
1116,0,0.0,33.0,0.0
1117,4,29.0,33.0,47.99
1118,0,0.0,33.0,0.0
1119,0,0.0,33.0,0.0
1120,1,1.29,33.0,51.87
1121,0,0.0,33.0,0.0
1122,2,9.86,33.0,56.73
1123,0,0.0,33.0,0.0
1124,1,2.43,33.0,11.77
1125,3,9.71,33.0,57.56
1126,7,30.43,33.0,46.69
1127,2,15.0,33.0,45.82
1128,0,0.0,33.0,0.0
1129,5,32.14,33.0,46.25
1130,0,0.0,33.0,0.0
1131,0,0.0,33.0,0.0
1132,0,0.0,33.0,0.0
1133,0,0.0,32.86,0.0
1134,5,32.43,32.86,26.18
1135,0,0.0,32.86,0.0
1136,12,17.71,32.86,51.97
1137,1,18.43,32.86,35.71
1138,0,0.0,32.86,0.0
1139,1,18.86,32.86,30.15
1140,0,0.0,32.86,0.0
1141,1,0.71,32.86,13.97
1142,0,0.0,32.86,0.0
1143,0,0.0,32.86,0.0
1144,0,0.0,32.86,0.0
1145,0,0.0,32.86,0.0
1146,3,8.57,32.86,13.59
1147,0,0.0,32.86,0.0
1148,0,0.0,32.86,0.0
1149,0,0.0,32.86,0.0
1150,0,0.0,32.86,0.0
1151,0,0.0,32.86,0.0
1152,1,12.14,32.86,103.18
1153,0,0.0,32.86,0.0
1154,1,0.57,32.86,14.96
1155,0,0.0,32.86,0.0
1156,0,0.0,32.86,0.0
1157,0,0.0,32.86,0.0
1158,0,0.0,32.71,0.0
1159,0,0.0,32.71,0.0
1160,4,31.43,32.71,39.68
1161,0,0.0,32.71,0.0
1162,0,0.0,32.71,0.0
1163,0,0.0,32.71,0.0
1164,2,15.43,32.71,31.04
1165,0,0.0,32.71,0.0
1166,4,1.29,32.71,37.16
1167,0,0.0,32.71,0.0
1168,1,0.71,32.71,9.97
1169,0,0.0,32.71,0.0
1170,1,2.71,32.71,59.97
1171,0,0.0,32.71,0.0
1172,3,6.0,32.71,14.63
1173,0,0.0,32.71,0.0
1174,0,0.0,32.71,0.0
1175,0,0.0,32.71,0.0
1176,0,0.0,32.71,0.0
1177,0,0.0,32.71,0.0
1178,1,8.86,32.71,32.26
1179,0,0.0,32.71,0.0
1180,0,0.0,32.71,0.0
1181,3,28.43,32.71,33.55
1182,0,0.0,32.71,0.0
1183,3,20.57,32.57,30.77
1184,4,20.71,32.57,19.63
1185,1,30.14,32.57,38.97
1186,0,0.0,32.57,0.0
1187,2,32.57,32.57,42.47
1188,1,3.57,32.57,15.36
1189,2,31.71,32.57,27.46
1190,1,0.86,32.57,21.74
1191,0,0.0,32.57,0.0
1192,0,0.0,32.57,0.0
1193,2,1.14,32.57,36.83
1194,1,1.57,32.57,11.77
1195,0,0.0,32.57,0.0
1196,0,0.0,32.57,0.0
1197,0,0.0,32.57,0.0
1198,1,0.57,32.57,24.74
1199,7,15.0,32.57,26.09
1200,0,0.0,32.57,0.0
1201,6,26.71,32.57,41.17
1202,0,0.0,32.57,0.0
1203,6,29.57,32.57,35.67
1204,0,0.0,32.57,0.0
1205,0,0.0,32.57,0.0
1206,0,0.0,32.57,0.0
1207,1,0.29,32.57,46.29
1208,0,0.0,32.43,0.0
1209,0,0.0,32.43,0.0
1210,0,0.0,32.43,0.0
1211,0,0.0,32.43,0.0
1212,0,0.0,32.43,0.0
1213,0,0.0,32.43,0.0
1214,0,0.0,32.43,0.0
1215,0,0.0,32.43,0.0
1216,0,0.0,32.43,0.0
1217,1,6.14,32.43,13.97
1218,0,0.0,32.43,0.0
1219,0,0.0,32.43,0.0
1220,1,3.71,32.43,56.28
1221,0,0.0,32.43,0.0
1222,0,0.0,32.43,0.0
1223,0,0.0,32.43,0.0
1224,0,0.0,32.43,0.0
1225,0,0.0,32.43,0.0
1226,0,0.0,32.43,0.0
1227,3,28.14,32.43,32.12
1228,0,0.0,32.43,0.0
1229,0,0.0,32.43,0.0
1230,3,25.86,32.29,23.49
1231,0,0.0,32.29,0.0
1232,3,27.57,32.29,11.31
1233,0,0.0,32.29,0.0
1234,8,23.0,32.29,37.65
1235,0,0.0,32.29,0.0
1236,1,0.86,32.29,11.77
1237,0,0.0,32.29,0.0
1238,0,0.0,32.29,0.0
1239,2,13.14,32.29,41.31
1240,0,0.0,32.29,0.0
1241,0,0.0,32.29,0.0
1242,11,30.86,32.29,15.03
1243,0,0.0,32.29,0.0
1244,1,1.29,32.29,39.74
1245,8,32.29,32.29,24.59
1246,0,0.0,32.29,0.0
1247,1,3.57,32.29,12.77
1248,0,0.0,32.29,0.0
1249,1,7.86,32.29,29.33
1250,0,0.0,32.29,0.0
1251,0,0.0,32.29,0.0
1252,3,23.43,32.29,47.16
1253,0,0.0,32.29,0.0
1254,0,0.0,32.29,0.0
1255,0,0.0,32.29,0.0
1256,0,0.0,32.29,0.0
1257,0,0.0,32.29,0.0
1258,3,14.29,32.29,78.06
1259,1,2.86,32.29,51.73
1260,0,0.0,32.29,0.0
1261,1,19.86,32.29,13.77
1262,6,25.0,32.29,73.96
1263,0,0.0,32.29,0.0
1264,2,21.43,32.29,12.97
1265,1,18.57,32.14,30.6
1266,1,0.14,32.14,6.79
1267,0,0.0,32.14,0.0
1268,1,2.86,32.14,8.78
1269,1,0.71,32.14,14.96
1270,0,0.0,32.14,0.0
1271,3,11.86,32.14,29.35
1272,2,18.71,32.14,36.02
1273,0,0.0,32.14,0.0
1274,0,0.0,32.14,0.0
1275,0,0.0,32.14,0.0
1276,2,2.43,32.14,53.92
1277,1,7.29,32.14,18.99
1278,1,15.86,32.14,29.73
1279,0,0.0,32.14,0.0
1280,0,0.0,32.14,0.0
1281,0,0.0,32.14,0.0
1282,0,0.0,32.14,0.0
1283,3,1.43,32.14,16.63
1284,2,8.29,32.14,13.97
1285,0,0.0,32.14,0.0
1286,3,19.14,32.14,14.31
1287,0,0.0,32.14,0.0
1288,0,0.0,32.14,0.0
1289,1,6.29,32.14,25.37
1290,4,24.71,32.14,68.63
1291,0,0.0,32.14,0.0
1292,6,30.71,32.14,19.82
1293,0,0.0,32.14,0.0
1294,1,5.86,32.14,17.54
1295,1,30.14,32.14,28.48
1296,4,27.71,32.14,28.49
1297,0,0.0,32.14,0.0
1298,2,27.14,32.14,20.95
1299,0,0.0,32.14,0.0
1300,4,31.57,32.14,31.28
1301,0,0.0,32.0,0.0
1302,0,0.0,32.0,0.0
1303,0,0.0,32.0,0.0
1304,0,0.0,32.0,0.0
1305,2,21.57,32.0,34.24
1306,0,0.0,32.0,0.0
1307,1,29.71,32.0,36.97
1308,0,0.0,32.0,0.0
1309,1,18.0,32.0,16.36
1310,2,8.0,32.0,173.04
1311,0,0.0,32.0,0.0
1312,0,0.0,32.0,0.0
1313,1,10.14,32.0,14.79
1314,0,0.0,32.0,0.0
1315,0,0.0,32.0,0.0
1316,2,11.86,32.0,26.75
1317,1,9.14,32.0,26.73
1318,0,0.0,32.0,0.0
1319,0,0.0,32.0,0.0
1320,3,6.29,32.0,19.5
1321,0,0.0,32.0,0.0
1322,0,0.0,32.0,0.0
1323,0,0.0,32.0,0.0
1324,0,0.0,32.0,0.0
1325,0,0.0,32.0,0.0
1326,0,0.0,32.0,0.0
1327,1,19.0,32.0,11.97
1328,1,29.29,32.0,23.49
1329,3,23.71,32.0,45.91
1330,2,27.14,32.0,33.14
1331,0,0.0,32.0,0.0
1332,0,0.0,32.0,0.0
1333,0,0.0,32.0,0.0
1334,1,4.57,32.0,15.3
1335,0,0.0,31.86,0.0
1336,0,0.0,31.86,0.0
1337,0,0.0,31.86,0.0
1338,4,29.14,31.86,20.81
1339,0,0.0,31.86,0.0
1340,1,1.57,31.86,44.11
1341,3,3.29,31.86,20.62
1342,0,0.0,31.86,0.0
1343,0,0.0,31.86,0.0
1344,0,0.0,31.86,0.0
1345,0,0.0,31.86,0.0
1346,0,0.0,31.86,0.0
1347,0,0.0,31.86,0.0
1348,3,30.71,31.86,18.66
1349,1,23.71,31.86,71.62
1350,0,0.0,31.86,0.0
1351,1,1.0,31.86,14.37
1352,1,30.57,31.86,41.47
1353,2,11.14,31.86,25.68
1354,0,0.0,31.86,0.0
1355,2,24.29,31.86,29.74
1356,0,0.0,31.86,0.0
1357,0,0.0,31.86,0.0
1358,0,0.0,31.86,0.0
1359,3,25.71,31.86,34.78
1360,0,0.0,31.86,0.0
1361,1,30.57,31.86,12.99
1362,0,0.0,31.86,0.0
1363,1,19.29,31.86,11.77
1364,0,0.0,31.86,0.0
1365,9,30.57,31.71,61.41
1366,0,0.0,31.71,0.0
1367,0,0.0,31.71,0.0
1368,4,8.43,31.71,53.3
1369,0,0.0,31.71,0.0
1370,2,23.43,31.71,18.96
1371,0,0.0,31.71,0.0
1372,5,26.0,31.71,23.78
1373,0,0.0,31.71,0.0
1374,0,0.0,31.71,0.0
1375,1,5.29,31.71,27.94
1376,0,0.0,31.71,0.0
1377,0,0.0,31.71,0.0
1378,1,23.0,31.71,5.78
1379,0,0.0,31.71,0.0
1380,0,0.0,31.71,0.0
1381,2,11.71,31.71,34.21
1382,0,0.0,31.71,0.0
1383,0,0.0,31.71,0.0
1384,0,0.0,31.71,0.0
1385,0,0.0,31.71,0.0
1386,0,0.0,31.71,0.0
1387,4,30.29,31.71,36.39
1388,1,5.0,31.71,42.1
1389,0,0.0,31.71,0.0
1390,0,0.0,31.57,0.0
1391,1,1.0,31.57,21.74
1392,5,22.86,31.57,22.8
1393,0,0.0,31.57,0.0
1394,0,0.0,31.57,0.0
1395,0,0.0,31.57,0.0
1396,1,7.57,31.57,93.84
1397,0,0.0,31.57,0.0
1398,1,11.14,31.57,25.54
1399,0,0.0,31.57,0.0
1400,1,8.0,31.57,15.36
1401,0,0.0,31.57,0.0
1402,1,6.57,31.57,23.94
1403,0,0.0,31.57,0.0
1404,0,0.0,31.57,0.0
1405,0,0.0,31.57,0.0
1406,0,0.0,31.57,0.0
1407,1,0.86,31.57,29.37
1408,3,28.14,31.57,12.24
1409,0,0.0,31.57,0.0
1410,0,0.0,31.57,0.0
1411,2,14.0,31.57,12.47
1412,0,0.0,31.57,0.0
1413,14,30.29,31.57,19.01
1414,4,16.86,31.57,92.42
1415,0,0.0,31.43,0.0
1416,0,0.0,31.43,0.0
1417,0,0.0,31.43,0.0
1418,0,0.0,31.43,0.0
1419,0,0.0,31.43,0.0
1420,0,0.0,31.43,0.0
1421,2,30.14,31.43,11.47
1422,0,0.0,31.43,0.0
1423,0,0.0,31.43,0.0
1424,2,24.71,31.43,10.39
1425,0,0.0,31.43,0.0
1426,3,18.71,31.43,27.09
1427,0,0.0,31.43,0.0
1428,2,6.29,31.43,19.99
1429,0,0.0,31.43,0.0
1430,0,0.0,31.43,0.0
1431,1,1.43,31.43,14.96
1432,1,27.43,31.43,12.25
1433,6,19.57,31.43,28.41
1434,1,26.14,31.43,13.97
1435,6,18.14,31.43,37.41
1436,0,0.0,31.43,0.0
1437,1,2.71,31.43,14.96
1438,2,7.43,31.43,13.07
1439,0,0.0,31.43,0.0
1440,0,0.0,31.43,0.0
1441,2,22.57,31.43,36.81
1442,1,22.57,31.43,78.52
1443,0,0.0,31.43,0.0
1444,2,21.43,31.43,32.02
1445,1,31.14,31.43,15.49
1446,0,0.0,31.43,0.0
1447,1,9.57,31.29,29.99
1448,0,0.0,31.29,0.0
1449,2,21.0,31.29,27.24
1450,0,0.0,31.29,0.0
1451,0,0.0,31.29,0.0
1452,3,17.43,31.29,28.94
1453,0,0.0,31.29,0.0
1454,0,0.0,31.29,0.0
1455,0,0.0,31.29,0.0
1456,0,0.0,31.29,0.0
1457,0,0.0,31.29,0.0
1458,0,0.0,31.29,0.0
1459,0,0.0,31.29,0.0
1460,4,13.14,31.29,43.97
1461,0,0.0,31.29,0.0
1462,4,20.14,31.29,32.45
1463,0,0.0,31.29,0.0
1464,1,6.0,31.29,28.74
1465,0,0.0,31.29,0.0
1466,0,0.0,31.29,0.0
1467,5,29.14,31.29,87.24
1468,0,0.0,31.29,0.0
1469,2,26.86,31.29,79.81
1470,0,0.0,31.29,0.0
1471,1,17.14,31.14,19.77
1472,0,0.0,31.14,0.0
1473,5,26.86,31.14,24.93
1474,0,0.0,31.14,0.0
1475,1,2.29,31.14,17.3
1476,2,26.29,31.14,54.04
1477,0,0.0,31.14,0.0
1478,2,12.29,31.14,93.8
1479,2,19.14,31.14,16.13
1480,0,0.0,31.14,0.0
1481,0,0.0,31.14,0.0
1482,1,16.71,31.14,11.77
1483,0,0.0,31.14,0.0
1484,0,0.0,31.14,0.0
1485,0,0.0,31.14,0.0
1486,0,0.0,31.14,0.0
1487,0,0.0,31.14,0.0
1488,0,0.0,31.14,0.0
1489,1,26.14,31.14,52.87
1490,2,5.0,31.14,28.84
1491,0,0.0,31.14,0.0
1492,0,0.0,31.14,0.0
1493,0,0.0,31.14,0.0
1494,0,0.0,31.14,0.0
1495,3,22.14,31.14,33.4
1496,0,0.0,31.14,0.0
1497,4,22.0,31.14,22.15
1498,0,0.0,31.14,0.0
1499,1,2.0,31.14,13.97
1500,0,0.0,31.14,0.0
1501,0,0.0,31.14,0.0
1502,3,25.86,31.14,97.1
1503,1,3.14,31.14,49.27
1504,0,0.0,31.14,0.0
1505,2,25.14,31.14,100.35
1506,0,0.0,31.14,0.0
1507,2,4.0,31.14,16.86
1508,1,10.43,31.0,31.13
1509,0,0.0,31.0,0.0
1510,0,0.0,31.0,0.0
1511,0,0.0,31.0,0.0
1512,4,19.0,31.0,82.83
1513,0,0.0,31.0,0.0
1514,0,0.0,31.0,0.0
1515,0,0.0,31.0,0.0
1516,26,30.86,31.0,39.97
1517,1,30.57,31.0,11.49
1518,6,26.14,31.0,40.85
1519,0,0.0,31.0,0.0
1520,0,0.0,31.0,0.0
1521,1,8.29,31.0,14.9
1522,0,0.0,31.0,0.0
1523,0,0.0,31.0,0.0
1524,0,0.0,31.0,0.0
1525,2,30.57,31.0,17.63
1526,0,0.0,31.0,0.0
1527,0,0.0,31.0,0.0
1528,0,0.0,31.0,0.0
1529,2,1.57,31.0,68.17
1530,0,0.0,31.0,0.0
1531,0,0.0,31.0,0.0
1532,1,17.43,31.0,26.94
1533,2,19.71,31.0,22.96
1534,0,0.0,31.0,0.0
1535,1,29.29,31.0,10.48
1536,0,0.0,31.0,0.0
1537,0,0.0,31.0,0.0
1538,0,0.0,31.0,0.0
1539,14,29.86,30.86,18.13
1540,0,0.0,30.86,0.0
1541,1,2.71,30.86,14.79
1542,0,0.0,30.86,0.0
1543,2,5.14,30.86,17.57
1544,4,25.43,30.86,29.48
1545,0,0.0,30.86,0.0
1546,1,2.71,30.86,11.77
1547,6,29.29,30.86,67.14
1548,0,0.0,30.86,0.0
1549,0,0.0,30.86,0.0
1550,1,0.14,30.86,15.36
1551,3,26.0,30.86,15.58
1552,1,2.14,30.86,13.97
1553,0,0.0,30.86,0.0
1554,0,0.0,30.86,0.0
1555,0,0.0,30.86,0.0
1556,0,0.0,30.86,0.0
1557,1,16.29,30.86,50.48
1558,1,2.29,30.86,11.97
1559,0,0.0,30.86,0.0
1560,8,28.71,30.86,117.46
1561,0,0.0,30.86,0.0
1562,0,0.0,30.86,0.0
1563,0,0.0,30.86,0.0
1564,0,0.0,30.86,0.0
1565,0,0.0,30.86,0.0
1566,0,0.0,30.86,0.0
1567,3,25.86,30.86,17.89
1568,0,0.0,30.86,0.0
1569,1,5.43,30.86,27.34
1570,0,0.0,30.86,0.0
1571,0,0.0,30.86,0.0
1572,3,30.29,30.86,22.39
1573,0,0.0,30.86,0.0
1574,1,1.14,30.86,14.37
1575,1,10.71,30.71,7.98
1576,1,3.0,30.71,20.99
1577,1,22.0,30.71,29.92
1578,0,0.0,30.71,0.0
1579,1,3.86,30.71,16.36
1580,9,12.0,30.71,24.46
1581,0,0.0,30.71,0.0
1582,0,0.0,30.71,0.0
1583,3,26.43,30.71,28.2
1584,0,0.0,30.71,0.0
1585,0,0.0,30.71,0.0
